variant,size,seed,layers,similarity,run_tag,final_step,final_moves,final_tau,final_entropy,final_gini,final_drift,n_steps,auc_moves,auc_tau,auc_entropy,auc_gini,auc_drift,first_zero_moves_step,stable_moves_step,stable_tau_step,stable_entropy_step,stable_gini_step,stable_drift_step,delta_moves_last,delta_tau_last,delta_entropy_last,delta_gini_last,delta_drift_last,total_clusters,num_clusters_red,num_clusters_green,num_clusters_blue,largest_red,largest_green,largest_blue,total_red,total_green,total_blue,frac_largest_red,frac_largest_green,frac_largest_blue
with_influencer,120,11,2,hybrid,with_influencer_size120_seed11_L2_hybrid,12,48,0.672992,0.263534,0.122677,0.034342,12,3734.0,7.024667,5.136189999999999,2.349445,1.212279,,11.0,,,,,-7.0,0.005306000000000033,-0.011270000000000002,-0.0051189999999999986,-0.00019300000000000567,251,75,82,94,677,229,548,3727,3682,3825,0.181647,0.062194,0.143268
with_influencer,120,11,3,hybrid,with_influencer_size120_seed11_L3_hybrid,12,44,0.671888,0.293008,0.136001,0.027276,12,1748.0,7.232476000000001,5.686528000000001,2.5959339999999997,1.177488,,,,,,,-9.0,0.004906999999999995,-0.010815000000000019,-0.0048809999999999965,-0.002813999999999997,237,80,78,79,471,362,690,3694,3628,3912,0.127504,0.099779,0.17638
with_influencer,120,17,1,hybrid,with_influencer_size120_seed17_L1_hybrid,12,103,0.678737,0.228678,0.105889,0.033028,12,8518.0,6.510942,4.207377,1.9312239999999998,1.2066030000000003,,,,,,,-4.0,0.009831000000000034,-0.009255000000000013,-0.004253000000000007,-0.004980999999999999,261,86,92,83,765,267,454,3750,3834,3568,0.204,0.06964,0.127242
with_influencer,120,17,2,hybrid,with_influencer_size120_seed17_L2_hybrid,12,55,0.672132,0.279102,0.13,0.032899,12,3758.0,7.021509,5.235300999999999,2.400002,1.21135,,,,,,,-1.0,0.004718,-0.007743999999999973,-0.00359799999999999,-0.001583000000000001,287,89,89,109,932,573,315,3835,3956,3361,0.243025,0.144843,0.093722
with_influencer,120,17,3,hybrid,with_influencer_size120_seed17_L3_hybrid,12,44,0.668032,0.312714,0.145507,0.027024,12,1660.0,7.209568,5.883645,2.689837,1.1697359999999999,,,,,,,6.0,0.004691000000000001,-0.011411000000000004,-0.005150000000000016,-0.002572999999999999,259,77,86,96,568,810,266,3951,3931,3270,0.143761,0.206054,0.081346
with_influencer,120,20,1,hybrid,with_influencer_size120_seed20_L1_hybrid,12,98,0.666892,0.257563,0.119548,0.033384,12,8565.0,6.428674999999999,4.519667000000001,2.077352,1.19483,,,,,,,-2.0,0.008539999999999992,-0.010593000000000019,-0.004812999999999998,-0.003948,292,113,82,97,440,498,229,3568,3879,3779,0.123318,0.128384,0.060598
with_influencer,120,20,2,hybrid,with_influencer_size120_seed20_L2_hybrid,12,66,0.667154,0.288069,0.133736,0.031314,12,3773.0,6.985522,5.361389000000001,2.4488129999999995,1.1967230000000002,,8.0,,,,,-2.0,0.004697000000000062,-0.011172999999999988,-0.005047999999999997,-0.0010929999999999968,286,107,86,93,380,560,443,3516,3962,3748,0.108077,0.141343,0.118196
with_influencer,120,20,3,hybrid,with_influencer_size120_seed20_L3_hybrid,12,33,0.67095,0.297098,0.137996,0.026814,12,1607.0,7.215175000000001,5.838578,2.6611790000000006,1.176377,,,,,,,-14.0,0.004709000000000074,-0.010736000000000023,-0.004793999999999993,-0.003606999999999999,238,94,75,69,479,451,397,3415,4026,3785,0.140264,0.112022,0.104888
with_influencer,120,22,1,hybrid,with_influencer_size120_seed22_L1_hybrid,12,111,0.678176,0.232142,0.107776,0.033132,12,8581.0,6.491997,4.284827999999999,1.9656730000000002,1.2096099999999999,,,,,,,-9.0,0.009716999999999976,-0.00853000000000001,-0.003849000000000005,-0.004631999999999997,255,99,71,85,264,440,437,3595,3923,3746,0.073435,0.112159,0.116658
with_influencer,120,22,2,hybrid,with_influencer_size120_seed22_L2_hybrid,12,48,0.670114,0.270143,0.125555,0.033531,12,3606.0,7.003924,5.196214,2.370717,1.2024569999999999,,,,,,,2.0,0.004746000000000028,-0.010438000000000003,-0.004696000000000006,-0.0003130000000000008,245,85,73,87,348,422,355,3695,3893,3676,0.094181,0.1084,0.096572
with_influencer,120,22,3,hybrid,with_influencer_size120_seed22_L3_hybrid,12,38,0.674089,0.287616,0.133776,0.027748,12,1627.0,7.247566000000001,5.6560239999999995,2.57905,1.1788740000000002,,,,,,,-2.0,0.0046840000000000215,-0.00944900000000004,-0.004401999999999989,-0.0024690000000000024,221,75,66,80,307,454,382,3666,3895,3703,0.083742,0.11656,0.10316
with_influencer,120,42,1,hybrid,with_influencer_size120_seed42_L1_hybrid,12,110,0.686174,0.214853,0.099754,0.032701,12,8914.0,6.526474,4.179592,1.9191659999999997,1.233239,,,,,,,-23.0,0.011107999999999896,-0.010369000000000017,-0.004702999999999999,-0.007345999999999998,236,79,86,71,377,479,527,3762,3639,3852,0.100213,0.13163,0.136812
with_influencer,120,42,2,hybrid,with_influencer_size120_seed42_L2_hybrid,12,62,0.676789,0.252606,0.117429,0.036843,12,3853.0,7.047684,5.076084000000001,2.319171,1.238966,,,,,,,6.0,0.004969999999999919,-0.012788000000000022,-0.005825999999999998,-0.0010469999999999993,239,82,81,76,647,588,702,3870,3571,3812,0.167183,0.16466,0.184155
with_influencer,120,42,3,hybrid,with_influencer_size120_seed42_L3_hybrid,12,38,0.67646,0.274989,0.127855,0.028384,12,1679.0,7.249872,5.629271,2.5644169999999997,1.1969119999999998,,8.0,,,,,-6.0,0.004590999999999901,-0.011257000000000017,-0.005085000000000006,-0.0016620000000000003,207,67,78,62,611,585,569,3827,3502,3924,0.159655,0.167047,0.145005
with_influencer,120,70,1,hybrid,with_influencer_size120_seed70_L1_hybrid,12,100,0.691728,0.209976,0.097565,0.028261,12,8824.0,6.592183,3.958038,1.8194620000000001,1.2153590000000003,,,,,,,-2.0,0.009680000000000022,-0.007863000000000009,-0.003720000000000001,-0.007113000000000001,249,89,77,83,419,480,503,3661,3747,3820,0.11445,0.128102,0.131675
with_influencer,120,70,2,hybrid,with_influencer_size120_seed70_L2_hybrid,12,64,0.679387,0.246721,0.114782,0.037883,12,3991.0,7.106759,4.851301,2.2187769999999998,1.228059,,,,,,,4.0,0.0047760000000000025,-0.011725999999999986,-0.005166000000000004,0.00016900000000000248,247,90,76,81,723,514,572,3596,3786,3846,0.201057,0.135763,0.148726
with_influencer,120,70,3,hybrid,with_influencer_size120_seed70_L3_hybrid,12,36,0.676894,0.276626,0.128721,0.026233,12,1726.0,7.297444999999999,5.397956999999999,2.465468,1.166227,,,,,,,-8.0,0.003974000000000033,-0.010041999999999995,-0.004521999999999998,-0.001694000000000001,213,80,65,68,563,513,627,3603,3823,3802,0.156259,0.134188,0.164913
with_influencer,120,605,1,hybrid,with_influencer_size120_seed605_L1_hybrid,12,105,0.68023,0.227893,0.105724,0.032743,12,8865.0,6.494504,4.253127,1.9523179999999998,1.2209459999999999,,,,,,,1.0,0.010363000000000011,-0.008989999999999998,-0.004098000000000004,-0.005547999999999997,274,89,96,89,410,912,378,3690,3709,3777,0.111111,0.245888,0.100079
with_influencer,120,605,2,hybrid,with_influencer_size120_seed605_L2_hybrid,12,47,0.673568,0.268549,0.124882,0.033741,12,3905.0,7.0294170000000005,5.148856,2.352868,1.2214809999999998,,12.0,,,,,0.0,0.00486999999999993,-0.010709999999999997,-0.004885999999999988,-0.0015550000000000008,269,85,95,89,567,596,344,3717,3566,3893,0.152542,0.167134,0.088364
with_influencer,120,605,3,hybrid,with_influencer_size120_seed605_L3_hybrid,12,31,0.675518,0.277288,0.128841,0.028407,12,1775.0,7.25678,5.610225,2.55872,1.1803730000000001,,,,,,,-14.0,0.0045839999999999215,-0.014917000000000014,-0.0066869999999999985,-0.0024909999999999967,232,81,84,67,477,877,533,3603,3537,4036,0.13239,0.24795,0.132061
with_influencer,140,11,1,hybrid,with_influencer_size140_seed11_L1_hybrid,12,168,0.675627,0.23877,0.110743,0.033646,12,12084.0,6.474886,4.313632,1.981395,1.2132880000000001,,,,,,,2.0,0.009827999999999948,-0.006203999999999987,-0.002829000000000012,-0.0056760000000000005,357,112,131,114,457,396,653,5064,4947,5262,0.090245,0.080049,0.124097
with_influencer,140,11,2,hybrid,with_influencer_size140_seed11_L2_hybrid,12,98,0.674618,0.261721,0.121507,0.035823,12,5524.0,7.053986000000001,5.051037999999999,2.309445,1.2236049999999998,,6.0,,,,,3.0,0.005054000000000003,-0.01022500000000004,-0.0046660000000000035,-0.000779999999999996,349,115,129,105,346,390,745,5144,4804,5325,0.067263,0.081182,0.139906
with_influencer,140,11,3,hybrid,with_influencer_size140_seed11_L3_hybrid,12,58,0.670843,0.294659,0.136816,0.027312,12,2341.0,7.249163,5.670542,2.591366,1.162586,,,,,,,-2.0,0.00392300000000001,-0.013187999999999978,-0.005928000000000017,-0.0008149999999999998,321,101,120,100,600,410,703,5222,4640,5411,0.114899,0.088362,0.129921
with_influencer,140,17,1,hybrid,with_influencer_size140_seed17_L1_hybrid,12,161,0.68089,0.225266,0.104723,0.033613,12,11956.0,6.510574,4.198037,1.9288740000000002,1.2136709999999997,,,,,,,-5.0,0.010418999999999956,-0.009659000000000001,-0.004435000000000008,-0.005522000000000006,344,109,115,120,519,422,475,5215,5074,4943,0.099521,0.083169,0.096095
with_influencer,140,17,2,hybrid,with_influencer_size140_seed17_L2_hybrid,12,84,0.677513,0.246236,0.114471,0.037926,12,5238.0,7.065487000000001,4.9823379999999995,2.27778,1.226914,,,,,,,-7.0,0.005230999999999986,-0.013434000000000001,-0.006260000000000002,-0.0009559999999999985,316,101,106,109,392,587,444,5204,5293,4735,0.075327,0.110901,0.09377
with_influencer,140,17,3,hybrid,with_influencer_size140_seed17_L3_hybrid,12,61,0.673357,0.285588,0.132888,0.029042,12,2259.0,7.247678,5.667153,2.5876140000000003,1.1770709999999998,,,,,,,2.0,0.004765999999999937,-0.014173999999999964,-0.0064740000000000075,-0.0006510000000000023,299,100,97,102,374,1048,441,5204,5386,4642,0.071868,0.194579,0.095002
with_influencer,140,20,1,hybrid,with_influencer_size140_seed20_L1_hybrid,12,192,0.676191,0.240474,0.111659,0.03404,12,12378.0,6.473961,4.387697,2.0165770000000003,1.2219610000000003,,,,,,,-2.0,0.009758999999999962,-0.007962999999999998,-0.0036690000000000056,-0.005538000000000001,354,124,113,117,272,435,359,4927,5242,5122,0.055206,0.082984,0.07009
with_influencer,140,20,2,hybrid,with_influencer_size140_seed20_L2_hybrid,12,70,0.67241,0.273501,0.127174,0.0324,12,5355.0,7.022458,5.176538000000001,2.365617,1.214871,,10.0,,,,,-11.0,0.0045999999999999375,-0.009024000000000032,-0.0040909999999999835,-0.0014930000000000013,356,123,103,130,343,675,268,4906,5513,4872,0.069914,0.122438,0.055008
with_influencer,140,20,3,hybrid,with_influencer_size140_seed20_L3_hybrid,12,50,0.670097,0.298492,0.13842,0.026137,12,2325.0,7.228077000000001,5.727575,2.6111929999999997,1.171912,,,,,,,-3.0,0.00419500000000006,-0.011663000000000034,-0.005414000000000002,-0.0012449999999999996,318,108,102,108,387,833,479,4747,5600,4944,0.081525,0.14875,0.096885
with_influencer,140,22,1,hybrid,with_influencer_size140_seed22_L1_hybrid,12,164,0.6876,0.214833,0.099629,0.031844,12,12013.0,6.543326,4.130017,1.8956579999999996,1.224037,,,,,,,-5.0,0.010620999999999992,-0.008783000000000013,-0.004043000000000005,-0.007317000000000004,342,116,118,108,549,556,406,5042,5056,5178,0.108885,0.109968,0.078409
with_influencer,140,22,2,hybrid,with_influencer_size140_seed22_L2_hybrid,12,105,0.677141,0.2542,0.118157,0.038356,12,5540.0,7.0589819999999985,5.031040999999999,2.299386,1.2402749999999998,,10.0,,,,,-2.0,0.005140999999999951,-0.011441000000000034,-0.005108000000000001,-0.00047599999999999726,354,121,119,114,310,423,441,4857,5165,5254,0.063825,0.081897,0.083936
with_influencer,140,22,3,hybrid,with_influencer_size140_seed22_L3_hybrid,12,50,0.674727,0.284841,0.132115,0.029063,12,2322.0,7.2549209999999995,5.652059000000001,2.5774090000000003,1.1798089999999999,,,,,,,-15.0,0.004969999999999919,-0.012969999999999982,-0.005926999999999988,-0.0018850000000000013,313,107,106,100,542,426,690,4740,5129,5407,0.114346,0.083057,0.127612
with_influencer,140,42,1,hybrid,with_influencer_size140_seed42_L1_hybrid,12,122,0.667615,0.259989,0.120544,0.032383,12,11860.0,6.421689,4.563973,2.0976460000000006,1.1990990000000001,,,,,,,-3.0,0.008606000000000003,-0.007585999999999982,-0.003491000000000008,-0.004151999999999996,383,124,128,131,411,363,259,5050,5120,5196,0.081386,0.070898,0.049846
with_influencer,140,42,2,hybrid,with_influencer_size140_seed42_L2_hybrid,12,96,0.668934,0.277651,0.128997,0.035046,12,5301.0,6.992167,5.302066,2.423594,1.213504,,,,,,,-1.0,0.004823000000000022,-0.014288000000000023,-0.006648999999999988,0.0002590000000000023,346,120,119,107,425,395,324,5196,4831,5339,0.081794,0.081764,0.060686
with_influencer,140,42,3,hybrid,with_influencer_size140_seed42_L3_hybrid,12,39,0.666513,0.311823,0.14463,0.026262,12,2202.0,7.1894670000000005,5.932101000000001,2.7041709999999997,1.1721000000000001,,,,,,,2.0,0.004072999999999993,-0.013480999999999965,-0.0062249999999999805,-0.001457,323,115,109,99,415,521,437,5115,4867,5384,0.081134,0.107047,0.081166
with_influencer,140,70,1,hybrid,with_influencer_size140_seed70_L1_hybrid,12,208,0.680922,0.23015,0.106711,0.033512,12,12447.0,6.510201999999999,4.237224,1.944954,1.2252599999999998,,,,,,,5.0,0.010072999999999999,-0.009809000000000012,-0.004447999999999994,-0.005811999999999998,342,114,114,114,876,316,361,5145,5034,5113,0.170262,0.062773,0.070604
with_influencer,140,70,2,hybrid,with_influencer_size140_seed70_L2_hybrid,12,75,0.675461,0.260587,0.121275,0.034223,12,5477.0,7.058475,5.039528000000001,2.3040659999999997,1.223926,,,,,,,-6.0,0.004821999999999993,-0.009695999999999982,-0.004402000000000017,-0.0017719999999999958,339,102,123,114,575,385,453,5036,5024,5232,0.114178,0.076632,0.086583
with_influencer,140,70,3,hybrid,with_influencer_size140_seed70_L3_hybrid,12,64,0.672843,0.290967,0.135102,0.025637,12,2275.0,7.258687000000001,5.604868,2.5552029999999997,1.1637890000000002,,,,,,,18.0,0.0037679999999999936,-0.011397000000000046,-0.005176000000000014,-0.0009160000000000001,303,95,107,101,630,660,584,4998,5182,5112,0.12605,0.127364,0.114241
with_influencer,140,605,1,hybrid,with_influencer_size140_seed605_L1_hybrid,12,161,0.682582,0.225757,0.104592,0.032285,12,11906.0,6.5298300000000005,4.1426750000000006,1.902256,1.208913,,,,,,,-7.0,0.01074799999999998,-0.00733499999999998,-0.0034290000000000015,-0.006844999999999997,352,115,124,113,458,296,484,5075,4886,5270,0.090246,0.060581,0.091841
with_influencer,140,605,2,hybrid,with_influencer_size140_seed605_L2_hybrid,12,94,0.680574,0.243629,0.113249,0.038025,12,5749.0,7.1055530000000005,4.838691,2.2135610000000003,1.2454,,,,,,,-5.0,0.005214000000000052,-0.009534999999999988,-0.004359000000000002,-0.0013749999999999943,334,120,118,96,435,378,528,4850,4809,5572,0.089691,0.078603,0.09476
with_influencer,140,605,3,hybrid,with_influencer_size140_seed605_L3_hybrid,12,71,0.67785,0.277639,0.129102,0.030449,12,2525.0,7.2835209999999995,5.539143999999999,2.5302140000000004,1.18817,,,,,,,-9.0,0.005015999999999909,-0.013293,-0.006102999999999997,-0.0014499999999999964,313,112,115,86,397,510,802,4809,4649,5773,0.082554,0.109701,0.138923
without_influencer,20,11,1,hybrid,without_influencer_size20_seed11_L1_hybrid,16,0,0.654943,0.488572,0.230032,0.012802,16,77.0,8.91798,9.514539000000001,4.383307,1.183469,4.0,5.0,,,,,0.0,0.0027050000000000685,0.0013859999999999983,0.00048799999999998844,-0.0042439999999999995,22,7,5,10,43,48,24,88,122,99,0.488636,0.393443,0.242424
without_influencer,20,11,2,hybrid,without_influencer_size20_seed11_L2_hybrid,16,0,0.663372,0.63501,0.291026,0.0063,16,15.0,9.904060999999999,11.726885,5.327879,1.016801,3.0,4.0,,10.0,10.0,,0.0,0.00017699999999998273,-0.0005249999999999977,-0.0005450000000000177,-0.0012519999999999996,27,12,6,9,47,71,28,118,118,73,0.398305,0.601695,0.383562
without_influencer,20,11,3,hybrid,without_influencer_size20_seed11_L3_hybrid,16,0,0.672757,0.739419,0.335955,0.006698,16,8.0,10.358706000000002,12.795851,5.776164,0.9489329999999998,2.0,3.0,,12.0,12.0,,0.0,0.00042600000000003746,0.0,0.0,0.001581,35,11,11,13,48,36,24,127,102,80,0.377953,0.352941,0.3
without_influencer,20,17,1,hybrid,without_influencer_size20_seed17_L1_hybrid,16,1,0.665194,0.40462,0.188922,0.017036,16,79.0,9.081381,8.810737,4.046825,1.208242,3.0,4.0,,,,,1.0,0.0020299999999999763,-0.005493999999999999,-0.0023109999999999797,0.0002229999999999975,14,8,3,3,55,88,61,105,147,68,0.52381,0.598639,0.897059
without_influencer,20,17,2,hybrid,without_influencer_size20_seed17_L2_hybrid,16,0,0.663951,0.628221,0.283335,0.004447,16,10.0,9.89625,12.026418999999999,5.380409,1.036394,3.0,4.0,,16.0,16.0,,0.0,0.0006209999999999827,0.0,0.0,-0.003671,28,8,9,11,52,64,20,121,132,67,0.429752,0.484848,0.298507
without_influencer,20,17,3,hybrid,without_influencer_size20_seed17_L3_hybrid,16,0,0.675948,0.725803,0.327978,0.005115,16,6.0,10.416438,12.663644,5.68557,0.943559,4.0,5.0,,12.0,12.0,,0.0,0.00014700000000000824,0.0,0.0,0.00023199999999999957,35,10,12,13,51,51,56,110,130,80,0.463636,0.392308,0.7
without_influencer,20,20,1,hybrid,without_influencer_size20_seed20_L1_hybrid,16,0,0.66926,0.382166,0.177486,0.014525,16,75.0,9.154418,8.471257999999999,3.8692280000000006,1.1868349999999999,4.0,5.0,,16.0,16.0,,0.0,0.0021479999999999277,0.0,0.0,-0.0018209999999999997,14,6,5,3,27,72,98,58,110,157,0.465517,0.654545,0.624204
without_influencer,20,20,2,hybrid,without_influencer_size20_seed20_L2_hybrid,16,0,0.678434,0.496486,0.226926,0.011863,16,9.0,10.081757,9.850741,4.441489,1.0435249999999998,3.0,4.0,,14.0,14.0,,0.0,0.001406999999999936,-0.007522000000000029,-0.003034000000000009,-0.0016030000000000003,20,8,9,3,18,85,168,31,124,170,0.580645,0.685484,0.988235
without_influencer,20,20,3,hybrid,without_influencer_size20_seed20_L3_hybrid,16,0,0.689191,0.584494,0.266381,0.002173,16,1.0,10.571467,10.577252,4.775131,0.9352749999999999,1.0,4.0,,15.0,15.0,,0.0,0.00016700000000002824,0.00033600000000000296,0.00025599999999997847,-0.001794,29,13,13,3,12,74,177,29,115,181,0.413793,0.643478,0.977901
without_influencer,20,22,1,hybrid,without_influencer_size20_seed22_L1_hybrid,16,0,0.673493,0.3393,0.156959,0.014043,16,82.0,9.253128,7.4879180000000005,3.423014,1.199303,4.0,5.0,,,,,0.0,0.0016519999999999868,-0.0031420000000000337,-0.0016380000000000006,-0.00038900000000000046,21,6,7,8,51,33,59,103,73,123,0.495146,0.452055,0.479675
without_influencer,20,22,2,hybrid,without_influencer_size20_seed22_L2_hybrid,16,0,0.679723,0.529269,0.240282,0.009536,16,10.0,10.05377,10.596449,4.739672,1.087975,2.0,5.0,,,,,0.0,0.001794999999999991,-0.007854000000000028,-0.003476000000000007,-0.003215000000000001,29,10,8,11,67,68,46,112,90,97,0.598214,0.755556,0.474227
without_influencer,20,22,3,hybrid,without_influencer_size20_seed22_L3_hybrid,16,0,0.683563,0.612493,0.277852,0.007166,16,9.0,10.476614999999999,11.253909,5.053389,1.015344,3.0,4.0,,13.0,13.0,,0.0,0.0004009999999999847,0.0,0.0,0.0005379999999999994,38,11,15,12,71,51,51,114,80,105,0.622807,0.6375,0.485714
without_influencer,20,42,1,hybrid,without_influencer_size20_seed42_L1_hybrid,16,0,0.662788,0.508721,0.235389,0.012486,16,85.0,9.039298,9.812575,4.486846,1.186433,4.0,5.0,,,,,0.0,0.001956000000000069,-0.0036370000000000013,-0.0016730000000000078,0.00015800000000000015,16,7,5,4,31,56,88,101,118,105,0.306931,0.474576,0.838095
without_influencer,20,42,2,hybrid,without_influencer_size20_seed42_L2_hybrid,16,0,0.679433,0.617946,0.281175,0.010025,16,8.0,10.106375,11.649965,5.255196,1.0351890000000001,3.0,4.0,,13.0,13.0,,0.0,0.0007169999999999677,-0.007355,-0.003257999999999983,0.00042199999999999876,24,7,11,6,52,32,89,112,111,101,0.464286,0.288288,0.881188
without_influencer,20,42,3,hybrid,without_influencer_size20_seed42_L3_hybrid,16,0,0.684214,0.730372,0.329321,0.002272,16,2.0,10.539570999999999,12.682569999999998,5.696087,0.928856,3.0,2.0,,16.0,16.0,,0.0,7.499999999993623e-05,0.0,0.0,-0.0016399999999999995,38,14,13,11,51,35,55,96,113,115,0.53125,0.309735,0.478261
without_influencer,20,70,1,hybrid,without_influencer_size20_seed70_L1_hybrid,16,0,0.667685,0.367841,0.173037,0.014045,16,94.0,9.132705000000001,7.915063,3.673057,1.203017,4.0,5.0,,15.0,15.0,,0.0,0.0022130000000000205,-0.009685,-0.004379999999999995,-0.00047400000000000046,16,5,5,6,69,97,22,119,124,68,0.579832,0.782258,0.323529
without_influencer,20,70,2,hybrid,without_influencer_size20_seed70_L2_hybrid,16,0,0.676792,0.575483,0.262307,0.00906,16,10.0,10.023364,10.866766,4.898944999999999,1.081496,3.0,4.0,,15.0,15.0,,0.0,0.0015339999999999243,-0.001987000000000072,-0.0008340000000000014,0.0016750000000000003,26,8,7,11,129,77,26,157,94,60,0.821656,0.819149,0.433333
without_influencer,20,70,3,hybrid,without_influencer_size20_seed70_L3_hybrid,16,0,0.689227,0.5906,0.266842,0.006625,16,4.0,10.541065,11.315793,5.059592,0.983849,2.0,3.0,,14.0,14.0,,0.0,0.00029200000000007,-0.0018559999999999688,-0.0006359999999999699,-0.0004330000000000002,30,9,8,13,109,87,25,137,106,68,0.79562,0.820755,0.367647
without_influencer,20,605,1,hybrid,without_influencer_size20_seed605_L1_hybrid,16,0,0.651294,0.533977,0.247822,0.01882,16,57.0,8.773436,11.747243999999998,5.2856819999999995,1.2167549999999998,4.0,5.0,,,,,0.0,0.0028489999999999904,-0.03139700000000001,-0.012076000000000031,-0.0015909999999999987,24,6,7,11,46,51,25,123,120,72,0.373984,0.425,0.347222
without_influencer,20,605,2,hybrid,without_influencer_size20_seed605_L2_hybrid,16,0,0.671289,0.713184,0.322998,0.008102,16,9.0,9.958268,13.282097,5.94238,1.0097,3.0,4.0,,,,,0.0,0.002059000000000033,0.0002710000000000212,-6.60000000000105e-05,-0.003934,31,8,9,14,40,117,19,106,128,81,0.377358,0.914062,0.234568
without_influencer,20,605,3,hybrid,without_influencer_size20_seed605_L3_hybrid,16,0,0.683041,0.77931,0.351003,0.008096,16,3.0,10.492738000000001,13.699621,6.105705,0.940529,2.0,3.0,,13.0,13.0,,0.0,0.0004870000000000152,-0.010691000000000006,-0.003583000000000003,-0.0009739999999999992,37,11,12,14,34,111,37,94,126,95,0.361702,0.880952,0.389474
without_influencer,40,11,1,hybrid,without_influencer_size40_seed11_L1_hybrid,16,1,0.66455,0.395009,0.182388,0.013767,16,443.0,9.054221,8.047896999999999,3.673357,1.229575,7.0,5.0,,,,,1.0,0.0025609999999999244,-0.001595000000000013,-0.0009890000000000176,-0.0014470000000000004,45,17,17,11,95,154,197,429,422,421,0.221445,0.364929,0.467933
without_influencer,40,11,2,hybrid,without_influencer_size40_seed11_L2_hybrid,16,0,0.670398,0.550481,0.250626,0.009698,16,44.0,9.933773,10.519296,4.732486,1.067953,5.0,4.0,,,,,0.0,0.0011920000000000819,-0.004989000000000021,-0.0021950000000000025,-0.0005050000000000002,71,30,18,23,76,183,173,429,470,373,0.177156,0.389362,0.463807
without_influencer,40,11,3,hybrid,without_influencer_size40_seed11_L3_hybrid,16,0,0.684488,0.638111,0.285636,0.010911,16,13.0,10.457654999999999,11.965161,5.330113000000001,1.0147000000000002,3.0,6.0,,,,,0.0,0.0006819999999999604,-0.0006899999999999684,-0.00030599999999997296,-0.001039,112,37,33,42,152,186,168,447,471,354,0.340045,0.394904,0.474576
without_influencer,40,17,1,hybrid,without_influencer_size40_seed17_L1_hybrid,16,0,0.674396,0.329905,0.153611,0.013069,16,425.0,9.22947,7.227258000000001,3.320875,1.215334,6.0,5.0,,,,,0.0,0.002407000000000048,-0.0027610000000000134,-0.0012790000000000024,-0.0017209999999999986,39,14,11,14,200,238,214,382,473,390,0.52356,0.503171,0.548718
without_influencer,40,17,2,hybrid,without_influencer_size40_seed17_L2_hybrid,16,0,0.674515,0.53738,0.2443,0.010685,16,41.0,10.001161,10.521612000000001,4.740432,1.07494,7.0,8.0,,,,,0.0,0.0010519999999999419,-0.0023779999999999912,-0.0010220000000000229,-4.000000000000531e-06,84,34,30,20,202,160,137,409,397,439,0.493888,0.403023,0.312073
without_influencer,40,17,3,hybrid,without_influencer_size40_seed17_L3_hybrid,16,0,0.683265,0.660072,0.295355,0.007252,16,14.0,10.469795000000001,11.940874,5.323415,0.9739140000000002,7.0,8.0,,,,,0.0,0.0006779999999999564,-0.005670999999999982,-0.0024630000000000485,-0.0009930000000000008,112,32,49,31,220,171,118,433,413,399,0.508083,0.414044,0.295739
without_influencer,40,20,1,hybrid,without_influencer_size40_seed20_L1_hybrid,16,0,0.674948,0.331488,0.155049,0.014198,16,444.0,9.264458000000001,7.051314,3.248597,1.212399,5.0,8.0,,,,,-1.0,0.0020499999999999963,-0.0026209999999999845,-0.0011300000000000199,-1.799999999999892e-05,49,18,17,14,167,115,162,406,400,439,0.41133,0.2875,0.369021
without_influencer,40,20,2,hybrid,without_influencer_size40_seed20_L2_hybrid,16,0,0.667571,0.573319,0.260055,0.010679,16,50.0,9.930524,10.690100000000001,4.818479,1.053475,3.0,4.0,,,,,0.0,0.0012730000000000796,-0.005761000000000016,-0.0024520000000000097,-0.001523,81,32,32,17,143,114,274,365,377,503,0.391781,0.302387,0.544732
without_influencer,40,20,3,hybrid,without_influencer_size40_seed20_L3_hybrid,16,0,0.677565,0.646537,0.29087,0.004398,16,13.0,10.403829,11.625581,5.215688999999999,0.94682,4.0,5.0,,,,,0.0,0.0003569999999999407,-0.0008610000000000007,-0.00048799999999998844,-0.00151,108,37,46,25,149,87,169,395,337,513,0.377215,0.25816,0.329435
without_influencer,40,22,1,hybrid,without_influencer_size40_seed22_L1_hybrid,16,0,0.668125,0.379269,0.176016,0.01457,16,456.0,9.101142,7.836309,3.593667,1.2358619999999998,6.0,7.0,,,,,0.0,0.0026199999999999557,-0.006135999999999975,-0.0027569999999999817,-0.0025400000000000006,50,17,16,17,171,181,118,446,449,346,0.383408,0.403118,0.34104
without_influencer,40,22,2,hybrid,without_influencer_size40_seed22_L2_hybrid,16,0,0.674245,0.521202,0.237431,0.00661,16,49.0,9.970738,10.484162,4.710611,1.0981140000000003,4.0,5.0,,,,,0.0,0.0009869999999999601,-0.002686999999999995,-0.0009859999999999869,-0.002818,70,21,18,31,244,200,71,468,489,284,0.521368,0.408998,0.25
without_influencer,40,22,3,hybrid,without_influencer_size40_seed22_L3_hybrid,16,0,0.683003,0.64731,0.293424,0.007215,16,10.0,10.462792,11.769262000000001,5.283683,0.995047,4.0,5.0,,,,,0.0,0.0006019999999999914,-0.0007499999999999174,-0.00033600000000000296,-0.0026769999999999997,111,32,29,50,255,194,76,485,484,272,0.525773,0.400826,0.279412
