variant,size,seed,layers,similarity,run_tag,step,moves,tau,entropy,gini,drift,metrics_file
without_influencer,140,20,2,hybrid,without_influencer_size140_seed20_L2_hybrid,5,1,0.625249,0.665144,0.300049,0.068902,outputs\size_sweep\metrics\without_influencer_size140_seed20_L2_hybrid.csv
without_influencer,140,20,2,hybrid,without_influencer_size140_seed20_L2_hybrid,6,0,0.637288,0.637868,0.288366,0.052431,outputs\size_sweep\metrics\without_influencer_size140_seed20_L2_hybrid.csv
without_influencer,140,20,2,hybrid,without_influencer_size140_seed20_L2_hybrid,7,2,0.645474,0.621594,0.28131,0.040963,outputs\size_sweep\metrics\without_influencer_size140_seed20_L2_hybrid.csv
without_influencer,140,20,2,hybrid,without_influencer_size140_seed20_L2_hybrid,8,0,0.651161,0.607379,0.275161,0.031915,outputs\size_sweep\metrics\without_influencer_size140_seed20_L2_hybrid.csv
without_influencer,140,20,2,hybrid,without_influencer_size140_seed20_L2_hybrid,9,2,0.655246,0.59709,0.270639,0.02621,outputs\size_sweep\metrics\without_influencer_size140_seed20_L2_hybrid.csv
without_influencer,140,20,2,hybrid,without_influencer_size140_seed20_L2_hybrid,10,0,0.658275,0.587837,0.26681,0.021714,outputs\size_sweep\metrics\without_influencer_size140_seed20_L2_hybrid.csv
without_influencer,140,20,2,hybrid,without_influencer_size140_seed20_L2_hybrid,11,0,0.660667,0.580191,0.263478,0.017701,outputs\size_sweep\metrics\without_influencer_size140_seed20_L2_hybrid.csv
without_influencer,140,20,2,hybrid,without_influencer_size140_seed20_L2_hybrid,12,1,0.662739,0.574676,0.260999,0.015482,outputs\size_sweep\metrics\without_influencer_size140_seed20_L2_hybrid.csv
without_influencer,140,20,3,hybrid,without_influencer_size140_seed20_L3_hybrid,1,120,0.482083,1.145292,0.497713,0.304963,outputs\size_sweep\metrics\without_influencer_size140_seed20_L3_hybrid.csv
without_influencer,140,20,3,hybrid,without_influencer_size140_seed20_L3_hybrid,2,15,0.578109,0.974067,0.430284,0.193947,outputs\size_sweep\metrics\without_influencer_size140_seed20_L3_hybrid.csv
without_influencer,140,20,3,hybrid,without_influencer_size140_seed20_L3_hybrid,3,6,0.618245,0.867934,0.386523,0.128558,outputs\size_sweep\metrics\without_influencer_size140_seed20_L3_hybrid.csv
without_influencer,140,20,3,hybrid,without_influencer_size140_seed20_L3_hybrid,4,0,0.640377,0.805561,0.360026,0.089967,outputs\size_sweep\metrics\without_influencer_size140_seed20_L3_hybrid.csv
without_influencer,140,20,3,hybrid,without_influencer_size140_seed20_L3_hybrid,5,2,0.652659,0.771259,0.345118,0.064244,outputs\size_sweep\metrics\without_influencer_size140_seed20_L3_hybrid.csv
without_influencer,140,20,3,hybrid,without_influencer_size140_seed20_L3_hybrid,6,1,0.660085,0.748214,0.33499,0.047582,outputs\size_sweep\metrics\without_influencer_size140_seed20_L3_hybrid.csv
without_influencer,140,20,3,hybrid,without_influencer_size140_seed20_L3_hybrid,7,0,0.664817,0.731259,0.327623,0.035864,outputs\size_sweep\metrics\without_influencer_size140_seed20_L3_hybrid.csv
without_influencer,140,20,3,hybrid,without_influencer_size140_seed20_L3_hybrid,8,0,0.667987,0.719013,0.32219,0.027818,outputs\size_sweep\metrics\without_influencer_size140_seed20_L3_hybrid.csv
without_influencer,140,20,3,hybrid,without_influencer_size140_seed20_L3_hybrid,9,0,0.670378,0.709651,0.318279,0.022138,outputs\size_sweep\metrics\without_influencer_size140_seed20_L3_hybrid.csv
without_influencer,140,20,3,hybrid,without_influencer_size140_seed20_L3_hybrid,10,0,0.672101,0.703987,0.315948,0.017757,outputs\size_sweep\metrics\without_influencer_size140_seed20_L3_hybrid.csv
without_influencer,140,20,3,hybrid,without_influencer_size140_seed20_L3_hybrid,11,0,0.673419,0.699698,0.314159,0.014848,outputs\size_sweep\metrics\without_influencer_size140_seed20_L3_hybrid.csv
without_influencer,140,20,3,hybrid,without_influencer_size140_seed20_L3_hybrid,12,0,0.674443,0.69511,0.312225,0.01233,outputs\size_sweep\metrics\without_influencer_size140_seed20_L3_hybrid.csv
without_influencer,140,22,1,hybrid,without_influencer_size140_seed22_L1_hybrid,1,4871,0.147115,0.910193,0.404079,0.31587,outputs\size_sweep\metrics\without_influencer_size140_seed22_L1_hybrid.csv
without_influencer,140,22,1,hybrid,without_influencer_size140_seed22_L1_hybrid,2,2093,0.328943,0.633056,0.286184,0.236136,outputs\size_sweep\metrics\without_influencer_size140_seed22_L1_hybrid.csv
without_influencer,140,22,1,hybrid,without_influencer_size140_seed22_L1_hybrid,3,564,0.46159,0.493659,0.225078,0.161192,outputs\size_sweep\metrics\without_influencer_size140_seed22_L1_hybrid.csv
without_influencer,140,22,1,hybrid,without_influencer_size140_seed22_L1_hybrid,4,131,0.537378,0.43466,0.199498,0.113583,outputs\size_sweep\metrics\without_influencer_size140_seed22_L1_hybrid.csv
without_influencer,140,22,1,hybrid,without_influencer_size140_seed22_L1_hybrid,5,49,0.577057,0.403115,0.185557,0.089978,outputs\size_sweep\metrics\without_influencer_size140_seed22_L1_hybrid.csv
without_influencer,140,22,1,hybrid,without_influencer_size140_seed22_L1_hybrid,6,19,0.60526,0.38273,0.176507,0.069189,outputs\size_sweep\metrics\without_influencer_size140_seed22_L1_hybrid.csv
without_influencer,140,22,1,hybrid,without_influencer_size140_seed22_L1_hybrid,7,9,0.625109,0.363902,0.168129,0.05547,outputs\size_sweep\metrics\without_influencer_size140_seed22_L1_hybrid.csv
without_influencer,140,22,1,hybrid,without_influencer_size140_seed22_L1_hybrid,8,7,0.639443,0.349761,0.161944,0.044188,outputs\size_sweep\metrics\without_influencer_size140_seed22_L1_hybrid.csv
without_influencer,140,22,1,hybrid,without_influencer_size140_seed22_L1_hybrid,9,7,0.65031,0.340219,0.157714,0.036204,outputs\size_sweep\metrics\without_influencer_size140_seed22_L1_hybrid.csv
without_influencer,140,22,1,hybrid,without_influencer_size140_seed22_L1_hybrid,10,4,0.658028,0.331966,0.153989,0.029718,outputs\size_sweep\metrics\without_influencer_size140_seed22_L1_hybrid.csv
without_influencer,140,22,1,hybrid,without_influencer_size140_seed22_L1_hybrid,11,4,0.663889,0.325623,0.151107,0.025039,outputs\size_sweep\metrics\without_influencer_size140_seed22_L1_hybrid.csv
without_influencer,140,22,1,hybrid,without_influencer_size140_seed22_L1_hybrid,12,4,0.668453,0.319854,0.148443,0.021468,outputs\size_sweep\metrics\without_influencer_size140_seed22_L1_hybrid.csv
without_influencer,140,22,2,hybrid,without_influencer_size140_seed22_L2_hybrid,1,806,0.357947,1.106523,0.48335,0.324824,outputs\size_sweep\metrics\without_influencer_size140_seed22_L2_hybrid.csv
without_influencer,140,22,2,hybrid,without_influencer_size140_seed22_L2_hybrid,2,49,0.500095,0.927304,0.410936,0.204325,outputs\size_sweep\metrics\without_influencer_size140_seed22_L2_hybrid.csv
without_influencer,140,22,2,hybrid,without_influencer_size140_seed22_L2_hybrid,3,9,0.568716,0.790657,0.353182,0.139533,outputs\size_sweep\metrics\without_influencer_size140_seed22_L2_hybrid.csv
without_influencer,140,22,2,hybrid,without_influencer_size140_seed22_L2_hybrid,4,2,0.605584,0.710957,0.319439,0.095595,outputs\size_sweep\metrics\without_influencer_size140_seed22_L2_hybrid.csv
without_influencer,140,22,2,hybrid,without_influencer_size140_seed22_L2_hybrid,5,5,0.625466,0.660823,0.298235,0.070372,outputs\size_sweep\metrics\without_influencer_size140_seed22_L2_hybrid.csv
without_influencer,140,22,2,hybrid,without_influencer_size140_seed22_L2_hybrid,6,2,0.637392,0.632073,0.285872,0.053724,outputs\size_sweep\metrics\without_influencer_size140_seed22_L2_hybrid.csv
without_influencer,140,22,2,hybrid,without_influencer_size140_seed22_L2_hybrid,7,1,0.646101,0.614525,0.278092,0.041199,outputs\size_sweep\metrics\without_influencer_size140_seed22_L2_hybrid.csv
without_influencer,140,22,2,hybrid,without_influencer_size140_seed22_L2_hybrid,8,1,0.65187,0.602647,0.272862,0.032236,outputs\size_sweep\metrics\without_influencer_size140_seed22_L2_hybrid.csv
without_influencer,140,22,2,hybrid,without_influencer_size140_seed22_L2_hybrid,9,0,0.655959,0.590886,0.267855,0.026309,outputs\size_sweep\metrics\without_influencer_size140_seed22_L2_hybrid.csv
without_influencer,140,22,2,hybrid,without_influencer_size140_seed22_L2_hybrid,10,5,0.659151,0.580803,0.263615,0.022508,outputs\size_sweep\metrics\without_influencer_size140_seed22_L2_hybrid.csv
without_influencer,140,22,2,hybrid,without_influencer_size140_seed22_L2_hybrid,11,0,0.661644,0.575659,0.261397,0.018731,outputs\size_sweep\metrics\without_influencer_size140_seed22_L2_hybrid.csv
without_influencer,140,22,2,hybrid,without_influencer_size140_seed22_L2_hybrid,12,0,0.663596,0.570342,0.259056,0.015772,outputs\size_sweep\metrics\without_influencer_size140_seed22_L2_hybrid.csv
without_influencer,140,22,3,hybrid,without_influencer_size140_seed22_L3_hybrid,1,99,0.48316,1.141847,0.497267,0.302803,outputs\size_sweep\metrics\without_influencer_size140_seed22_L3_hybrid.csv
without_influencer,140,22,3,hybrid,without_influencer_size140_seed22_L3_hybrid,2,21,0.578087,0.966467,0.427582,0.193735,outputs\size_sweep\metrics\without_influencer_size140_seed22_L3_hybrid.csv
without_influencer,140,22,3,hybrid,without_influencer_size140_seed22_L3_hybrid,3,9,0.618644,0.858163,0.382679,0.128002,outputs\size_sweep\metrics\without_influencer_size140_seed22_L3_hybrid.csv
without_influencer,140,22,3,hybrid,without_influencer_size140_seed22_L3_hybrid,4,0,0.640411,0.797814,0.357065,0.089807,outputs\size_sweep\metrics\without_influencer_size140_seed22_L3_hybrid.csv
without_influencer,140,22,3,hybrid,without_influencer_size140_seed22_L3_hybrid,5,1,0.652939,0.762634,0.341956,0.064608,outputs\size_sweep\metrics\without_influencer_size140_seed22_L3_hybrid.csv
without_influencer,140,22,3,hybrid,without_influencer_size140_seed22_L3_hybrid,6,0,0.660373,0.736912,0.330857,0.048954,outputs\size_sweep\metrics\without_influencer_size140_seed22_L3_hybrid.csv
without_influencer,140,22,3,hybrid,without_influencer_size140_seed22_L3_hybrid,7,0,0.665308,0.722755,0.324425,0.036323,outputs\size_sweep\metrics\without_influencer_size140_seed22_L3_hybrid.csv
without_influencer,140,22,3,hybrid,without_influencer_size140_seed22_L3_hybrid,8,1,0.668685,0.711462,0.319573,0.027948,outputs\size_sweep\metrics\without_influencer_size140_seed22_L3_hybrid.csv
without_influencer,140,22,3,hybrid,without_influencer_size140_seed22_L3_hybrid,9,1,0.671007,0.703822,0.316331,0.022546,outputs\size_sweep\metrics\without_influencer_size140_seed22_L3_hybrid.csv
without_influencer,140,22,3,hybrid,without_influencer_size140_seed22_L3_hybrid,10,0,0.672807,0.696112,0.312898,0.018366,outputs\size_sweep\metrics\without_influencer_size140_seed22_L3_hybrid.csv
without_influencer,140,22,3,hybrid,without_influencer_size140_seed22_L3_hybrid,11,0,0.674182,0.692563,0.311224,0.014572,outputs\size_sweep\metrics\without_influencer_size140_seed22_L3_hybrid.csv
without_influencer,140,22,3,hybrid,without_influencer_size140_seed22_L3_hybrid,12,0,0.675197,0.689062,0.309552,0.012126,outputs\size_sweep\metrics\without_influencer_size140_seed22_L3_hybrid.csv
without_influencer,140,42,1,hybrid,without_influencer_size140_seed42_L1_hybrid,1,4893,0.144673,0.929873,0.412194,0.312692,outputs\size_sweep\metrics\without_influencer_size140_seed42_L1_hybrid.csv
without_influencer,140,42,1,hybrid,without_influencer_size140_seed42_L1_hybrid,2,2097,0.324381,0.650676,0.294569,0.238036,outputs\size_sweep\metrics\without_influencer_size140_seed42_L1_hybrid.csv
without_influencer,140,42,1,hybrid,without_influencer_size140_seed42_L1_hybrid,3,582,0.456446,0.522549,0.238238,0.161719,outputs\size_sweep\metrics\without_influencer_size140_seed42_L1_hybrid.csv
without_influencer,140,42,1,hybrid,without_influencer_size140_seed42_L1_hybrid,4,153,0.532364,0.462165,0.212132,0.114741,outputs\size_sweep\metrics\without_influencer_size140_seed42_L1_hybrid.csv
without_influencer,140,42,1,hybrid,without_influencer_size140_seed42_L1_hybrid,5,59,0.572896,0.439473,0.202346,0.091122,outputs\size_sweep\metrics\without_influencer_size140_seed42_L1_hybrid.csv
without_influencer,140,42,1,hybrid,without_influencer_size140_seed42_L1_hybrid,6,32,0.601043,0.419086,0.193237,0.069557,outputs\size_sweep\metrics\without_influencer_size140_seed42_L1_hybrid.csv
without_influencer,140,42,1,hybrid,without_influencer_size140_seed42_L1_hybrid,7,19,0.621008,0.3989,0.184209,0.056075,outputs\size_sweep\metrics\without_influencer_size140_seed42_L1_hybrid.csv
without_influencer,140,42,1,hybrid,without_influencer_size140_seed42_L1_hybrid,8,20,0.635573,0.383386,0.177297,0.044685,outputs\size_sweep\metrics\without_influencer_size140_seed42_L1_hybrid.csv
without_influencer,140,42,1,hybrid,without_influencer_size140_seed42_L1_hybrid,9,12,0.645877,0.372868,0.172431,0.036741,outputs\size_sweep\metrics\without_influencer_size140_seed42_L1_hybrid.csv
without_influencer,140,42,1,hybrid,without_influencer_size140_seed42_L1_hybrid,10,5,0.653539,0.362511,0.167652,0.030594,outputs\size_sweep\metrics\without_influencer_size140_seed42_L1_hybrid.csv
without_influencer,140,42,1,hybrid,without_influencer_size140_seed42_L1_hybrid,11,4,0.659642,0.356134,0.164863,0.025767,outputs\size_sweep\metrics\without_influencer_size140_seed42_L1_hybrid.csv
without_influencer,140,42,1,hybrid,without_influencer_size140_seed42_L1_hybrid,12,2,0.664336,0.347607,0.161054,0.022142,outputs\size_sweep\metrics\without_influencer_size140_seed42_L1_hybrid.csv
without_influencer,140,42,2,hybrid,without_influencer_size140_seed42_L2_hybrid,1,788,0.35546,1.11252,0.485016,0.327147,outputs\size_sweep\metrics\without_influencer_size140_seed42_L2_hybrid.csv
without_influencer,140,42,2,hybrid,without_influencer_size140_seed42_L2_hybrid,2,43,0.500739,0.928269,0.411656,0.205073,outputs\size_sweep\metrics\without_influencer_size140_seed42_L2_hybrid.csv
without_influencer,140,42,2,hybrid,without_influencer_size140_seed42_L2_hybrid,3,6,0.56907,0.794923,0.355915,0.137573,outputs\size_sweep\metrics\without_influencer_size140_seed42_L2_hybrid.csv
without_influencer,140,42,2,hybrid,without_influencer_size140_seed42_L2_hybrid,4,2,0.605564,0.715191,0.321932,0.096447,outputs\size_sweep\metrics\without_influencer_size140_seed42_L2_hybrid.csv
without_influencer,140,42,2,hybrid,without_influencer_size140_seed42_L2_hybrid,5,1,0.625426,0.670364,0.30261,0.069303,outputs\size_sweep\metrics\without_influencer_size140_seed42_L2_hybrid.csv
without_influencer,140,42,2,hybrid,without_influencer_size140_seed42_L2_hybrid,6,1,0.637832,0.64061,0.289847,0.052376,outputs\size_sweep\metrics\without_influencer_size140_seed42_L2_hybrid.csv
