variant,size,seed,layers,similarity,run_tag,step,moves,tau,entropy,gini,drift,metrics_file
with_influencer,140,70,3,hybrid,with_influencer_size140_seed70_L3_hybrid,10,60,0.664549,0.312833,0.145002,0.0295,outputs\size_sweep\metrics\with_influencer_size140_seed70_L3_hybrid.csv
with_influencer,140,70,3,hybrid,with_influencer_size140_seed70_L3_hybrid,11,46,0.669075,0.302364,0.140278,0.026553,outputs\size_sweep\metrics\with_influencer_size140_seed70_L3_hybrid.csv
with_influencer,140,70,3,hybrid,with_influencer_size140_seed70_L3_hybrid,12,64,0.672843,0.290967,0.135102,0.025637,outputs\size_sweep\metrics\with_influencer_size140_seed70_L3_hybrid.csv
with_influencer,140,605,1,hybrid,with_influencer_size140_seed605_L1_hybrid,1,5317,0.133888,0.823884,0.370806,0.269518,outputs\size_sweep\metrics\with_influencer_size140_seed605_L1_hybrid.csv
with_influencer,140,605,1,hybrid,with_influencer_size140_seed605_L1_hybrid,2,3347,0.326688,0.508264,0.233347,0.217621,outputs\size_sweep\metrics\with_influencer_size140_seed605_L1_hybrid.csv
with_influencer,140,605,1,hybrid,with_influencer_size140_seed605_L1_hybrid,3,1254,0.456212,0.39084,0.179528,0.155459,outputs\size_sweep\metrics\with_influencer_size140_seed605_L1_hybrid.csv
with_influencer,140,605,1,hybrid,with_influencer_size140_seed605_L1_hybrid,4,476,0.53272,0.330879,0.152527,0.114719,outputs\size_sweep\metrics\with_influencer_size140_seed605_L1_hybrid.csv
with_influencer,140,605,1,hybrid,with_influencer_size140_seed605_L1_hybrid,5,260,0.569882,0.305147,0.14089,0.092997,outputs\size_sweep\metrics\with_influencer_size140_seed605_L1_hybrid.csv
with_influencer,140,605,1,hybrid,with_influencer_size140_seed605_L1_hybrid,6,207,0.596307,0.289197,0.133533,0.074106,outputs\size_sweep\metrics\with_influencer_size140_seed605_L1_hybrid.csv
with_influencer,140,605,1,hybrid,with_influencer_size140_seed605_L1_hybrid,7,189,0.617158,0.275108,0.127126,0.063847,outputs\size_sweep\metrics\with_influencer_size140_seed605_L1_hybrid.csv
with_influencer,140,605,1,hybrid,with_influencer_size140_seed605_L1_hybrid,8,172,0.633977,0.264869,0.122395,0.055283,outputs\size_sweep\metrics\with_influencer_size140_seed605_L1_hybrid.csv
with_influencer,140,605,1,hybrid,with_influencer_size140_seed605_L1_hybrid,9,180,0.647958,0.252881,0.117043,0.049845,outputs\size_sweep\metrics\with_influencer_size140_seed605_L1_hybrid.csv
with_influencer,140,605,1,hybrid,with_influencer_size140_seed605_L1_hybrid,10,175,0.660624,0.242757,0.112448,0.044103,outputs\size_sweep\metrics\with_influencer_size140_seed605_L1_hybrid.csv
with_influencer,140,605,1,hybrid,with_influencer_size140_seed605_L1_hybrid,11,168,0.671834,0.233092,0.108021,0.03913,outputs\size_sweep\metrics\with_influencer_size140_seed605_L1_hybrid.csv
with_influencer,140,605,1,hybrid,with_influencer_size140_seed605_L1_hybrid,12,161,0.682582,0.225757,0.104592,0.032285,outputs\size_sweep\metrics\with_influencer_size140_seed605_L1_hybrid.csv
with_influencer,140,605,2,hybrid,with_influencer_size140_seed605_L2_hybrid,1,3113,0.274939,0.9468,0.420134,0.3709,outputs\size_sweep\metrics\with_influencer_size140_seed605_L2_hybrid.csv
with_influencer,140,605,2,hybrid,with_influencer_size140_seed605_L2_hybrid,2,1008,0.446239,0.660518,0.299728,0.241541,outputs\size_sweep\metrics\with_influencer_size140_seed605_L2_hybrid.csv
with_influencer,140,605,2,hybrid,with_influencer_size140_seed605_L2_hybrid,3,345,0.539185,0.479112,0.219544,0.153637,outputs\size_sweep\metrics\with_influencer_size140_seed605_L2_hybrid.csv
with_influencer,140,605,2,hybrid,with_influencer_size140_seed605_L2_hybrid,4,242,0.593987,0.403395,0.185747,0.097398,outputs\size_sweep\metrics\with_influencer_size140_seed605_L2_hybrid.csv
with_influencer,140,605,2,hybrid,with_influencer_size140_seed605_L2_hybrid,5,182,0.620473,0.361175,0.166793,0.070515,outputs\size_sweep\metrics\with_influencer_size140_seed605_L2_hybrid.csv
with_influencer,140,605,2,hybrid,with_influencer_size140_seed605_L2_hybrid,6,154,0.636615,0.336946,0.155842,0.056593,outputs\size_sweep\metrics\with_influencer_size140_seed605_L2_hybrid.csv
with_influencer,140,605,2,hybrid,with_influencer_size140_seed605_L2_hybrid,7,151,0.647914,0.312382,0.144579,0.049867,outputs\size_sweep\metrics\with_influencer_size140_seed605_L2_hybrid.csv
with_influencer,140,605,2,hybrid,with_influencer_size140_seed605_L2_hybrid,8,126,0.656659,0.295011,0.136738,0.045117,outputs\size_sweep\metrics\with_influencer_size140_seed605_L2_hybrid.csv
with_influencer,140,605,2,hybrid,with_influencer_size140_seed605_L2_hybrid,9,119,0.663887,0.280536,0.130149,0.041796,outputs\size_sweep\metrics\with_influencer_size140_seed605_L2_hybrid.csv
with_influencer,140,605,2,hybrid,with_influencer_size140_seed605_L2_hybrid,10,116,0.669721,0.266023,0.12345,0.040611,outputs\size_sweep\metrics\with_influencer_size140_seed605_L2_hybrid.csv
with_influencer,140,605,2,hybrid,with_influencer_size140_seed605_L2_hybrid,11,99,0.67536,0.253164,0.117608,0.0394,outputs\size_sweep\metrics\with_influencer_size140_seed605_L2_hybrid.csv
with_influencer,140,605,2,hybrid,with_influencer_size140_seed605_L2_hybrid,12,94,0.680574,0.243629,0.113249,0.038025,outputs\size_sweep\metrics\with_influencer_size140_seed605_L2_hybrid.csv
with_influencer,140,605,3,hybrid,with_influencer_size140_seed605_L3_hybrid,1,1211,0.376384,1.033248,0.455494,0.35536,outputs\size_sweep\metrics\with_influencer_size140_seed605_L3_hybrid.csv
with_influencer,140,605,3,hybrid,with_influencer_size140_seed605_L3_hybrid,2,287,0.508238,0.771376,0.349584,0.21451,outputs\size_sweep\metrics\with_influencer_size140_seed605_L3_hybrid.csv
with_influencer,140,605,3,hybrid,with_influencer_size140_seed605_L3_hybrid,3,149,0.562825,0.577236,0.26395,0.157826,outputs\size_sweep\metrics\with_influencer_size140_seed605_L3_hybrid.csv
with_influencer,140,605,3,hybrid,with_influencer_size140_seed605_L3_hybrid,4,153,0.598679,0.471353,0.216532,0.105811,outputs\size_sweep\metrics\with_influencer_size140_seed605_L3_hybrid.csv
with_influencer,140,605,3,hybrid,with_influencer_size140_seed605_L3_hybrid,5,124,0.620773,0.415558,0.191548,0.075439,outputs\size_sweep\metrics\with_influencer_size140_seed605_L3_hybrid.csv
with_influencer,140,605,3,hybrid,with_influencer_size140_seed605_L3_hybrid,6,107,0.635953,0.381901,0.176449,0.058614,outputs\size_sweep\metrics\with_influencer_size140_seed605_L3_hybrid.csv
with_influencer,140,605,3,hybrid,with_influencer_size140_seed605_L3_hybrid,7,101,0.646198,0.358032,0.165788,0.04775,outputs\size_sweep\metrics\with_influencer_size140_seed605_L3_hybrid.csv
with_influencer,140,605,3,hybrid,with_influencer_size140_seed605_L3_hybrid,8,102,0.654534,0.336176,0.155936,0.041854,outputs\size_sweep\metrics\with_influencer_size140_seed605_L3_hybrid.csv
with_influencer,140,605,3,hybrid,with_influencer_size140_seed605_L3_hybrid,9,68,0.661719,0.320473,0.148754,0.035689,outputs\size_sweep\metrics\with_influencer_size140_seed605_L3_hybrid.csv
with_influencer,140,605,3,hybrid,with_influencer_size140_seed605_L3_hybrid,10,72,0.667534,0.30522,0.141872,0.032969,outputs\size_sweep\metrics\with_influencer_size140_seed605_L3_hybrid.csv
with_influencer,140,605,3,hybrid,with_influencer_size140_seed605_L3_hybrid,11,80,0.672834,0.290932,0.135205,0.031899,outputs\size_sweep\metrics\with_influencer_size140_seed605_L3_hybrid.csv
with_influencer,140,605,3,hybrid,with_influencer_size140_seed605_L3_hybrid,12,71,0.67785,0.277639,0.129102,0.030449,outputs\size_sweep\metrics\with_influencer_size140_seed605_L3_hybrid.csv
without_influencer,20,11,1,hybrid,without_influencer_size20_seed11_L1_hybrid,1,61,0.165762,0.989574,0.437647,0.295792,outputs\size_sweep\metrics\without_influencer_size20_seed11_L1_hybrid.csv
without_influencer,20,11,1,hybrid,without_influencer_size20_seed11_L1_hybrid,2,14,0.332216,0.839447,0.373132,0.202483,outputs\size_sweep\metrics\without_influencer_size20_seed11_L1_hybrid.csv
without_influencer,20,11,1,hybrid,without_influencer_size20_seed11_L1_hybrid,3,2,0.44082,0.721085,0.326961,0.146933,outputs\size_sweep\metrics\without_influencer_size20_seed11_L1_hybrid.csv
without_influencer,20,11,1,hybrid,without_influencer_size20_seed11_L1_hybrid,4,0,0.510601,0.645987,0.296708,0.109472,outputs\size_sweep\metrics\without_influencer_size20_seed11_L1_hybrid.csv
without_influencer,20,11,1,hybrid,without_influencer_size20_seed11_L1_hybrid,5,0,0.550444,0.585589,0.270413,0.085814,outputs\size_sweep\metrics\without_influencer_size20_seed11_L1_hybrid.csv
without_influencer,20,11,1,hybrid,without_influencer_size20_seed11_L1_hybrid,6,0,0.579858,0.567751,0.262478,0.067863,outputs\size_sweep\metrics\without_influencer_size20_seed11_L1_hybrid.csv
without_influencer,20,11,1,hybrid,without_influencer_size20_seed11_L1_hybrid,7,0,0.598883,0.560583,0.259569,0.052388,outputs\size_sweep\metrics\without_influencer_size20_seed11_L1_hybrid.csv
without_influencer,20,11,1,hybrid,without_influencer_size20_seed11_L1_hybrid,8,0,0.610014,0.555013,0.257258,0.044525,outputs\size_sweep\metrics\without_influencer_size20_seed11_L1_hybrid.csv
without_influencer,20,11,1,hybrid,without_influencer_size20_seed11_L1_hybrid,9,0,0.619945,0.544034,0.251955,0.033343,outputs\size_sweep\metrics\without_influencer_size20_seed11_L1_hybrid.csv
without_influencer,20,11,1,hybrid,without_influencer_size20_seed11_L1_hybrid,10,0,0.628145,0.534524,0.249686,0.031803,outputs\size_sweep\metrics\without_influencer_size20_seed11_L1_hybrid.csv
without_influencer,20,11,1,hybrid,without_influencer_size20_seed11_L1_hybrid,11,0,0.635823,0.512935,0.240423,0.025047,outputs\size_sweep\metrics\without_influencer_size20_seed11_L1_hybrid.csv
without_influencer,20,11,1,hybrid,without_influencer_size20_seed11_L1_hybrid,12,0,0.641796,0.499984,0.235216,0.022606,outputs\size_sweep\metrics\without_influencer_size20_seed11_L1_hybrid.csv
without_influencer,20,11,1,hybrid,without_influencer_size20_seed11_L1_hybrid,13,0,0.646845,0.492518,0.231977,0.018124,outputs\size_sweep\metrics\without_influencer_size20_seed11_L1_hybrid.csv
without_influencer,20,11,1,hybrid,without_influencer_size20_seed11_L1_hybrid,14,0,0.649647,0.489757,0.230308,0.017428,outputs\size_sweep\metrics\without_influencer_size20_seed11_L1_hybrid.csv
without_influencer,20,11,1,hybrid,without_influencer_size20_seed11_L1_hybrid,15,0,0.652238,0.487186,0.229544,0.017046,outputs\size_sweep\metrics\without_influencer_size20_seed11_L1_hybrid.csv
without_influencer,20,11,1,hybrid,without_influencer_size20_seed11_L1_hybrid,16,0,0.654943,0.488572,0.230032,0.012802,outputs\size_sweep\metrics\without_influencer_size20_seed11_L1_hybrid.csv
without_influencer,20,11,2,hybrid,without_influencer_size20_seed11_L2_hybrid,1,12,0.374195,1.102988,0.484178,0.295303,outputs\size_sweep\metrics\without_influencer_size20_seed11_L2_hybrid.csv
without_influencer,20,11,2,hybrid,without_influencer_size20_seed11_L2_hybrid,2,3,0.517136,0.951421,0.425532,0.192617,outputs\size_sweep\metrics\without_influencer_size20_seed11_L2_hybrid.csv
without_influencer,20,11,2,hybrid,without_influencer_size20_seed11_L2_hybrid,3,0,0.572692,0.839065,0.378438,0.136258,outputs\size_sweep\metrics\without_influencer_size20_seed11_L2_hybrid.csv
without_influencer,20,11,2,hybrid,without_influencer_size20_seed11_L2_hybrid,4,0,0.610233,0.770964,0.349834,0.096808,outputs\size_sweep\metrics\without_influencer_size20_seed11_L2_hybrid.csv
without_influencer,20,11,2,hybrid,without_influencer_size20_seed11_L2_hybrid,5,0,0.629801,0.724255,0.329874,0.063295,outputs\size_sweep\metrics\without_influencer_size20_seed11_L2_hybrid.csv
without_influencer,20,11,2,hybrid,without_influencer_size20_seed11_L2_hybrid,6,0,0.638595,0.703741,0.320655,0.052441,outputs\size_sweep\metrics\without_influencer_size20_seed11_L2_hybrid.csv
without_influencer,20,11,2,hybrid,without_influencer_size20_seed11_L2_hybrid,7,0,0.645218,0.692176,0.316916,0.033862,outputs\size_sweep\metrics\without_influencer_size20_seed11_L2_hybrid.csv
without_influencer,20,11,2,hybrid,without_influencer_size20_seed11_L2_hybrid,8,0,0.649382,0.686327,0.315096,0.030215,outputs\size_sweep\metrics\without_influencer_size20_seed11_L2_hybrid.csv
without_influencer,20,11,2,hybrid,without_influencer_size20_seed11_L2_hybrid,9,0,0.652404,0.678932,0.310696,0.01911,outputs\size_sweep\metrics\without_influencer_size20_seed11_L2_hybrid.csv
without_influencer,20,11,2,hybrid,without_influencer_size20_seed11_L2_hybrid,10,0,0.654099,0.678932,0.310696,0.016941,outputs\size_sweep\metrics\without_influencer_size20_seed11_L2_hybrid.csv
without_influencer,20,11,2,hybrid,without_influencer_size20_seed11_L2_hybrid,11,0,0.655315,0.680514,0.310139,0.023545,outputs\size_sweep\metrics\without_influencer_size20_seed11_L2_hybrid.csv
without_influencer,20,11,2,hybrid,without_influencer_size20_seed11_L2_hybrid,12,0,0.657655,0.663357,0.302938,0.015256,outputs\size_sweep\metrics\without_influencer_size20_seed11_L2_hybrid.csv
without_influencer,20,11,2,hybrid,without_influencer_size20_seed11_L2_hybrid,13,0,0.659411,0.644274,0.296516,0.0153,outputs\size_sweep\metrics\without_influencer_size20_seed11_L2_hybrid.csv
without_influencer,20,11,2,hybrid,without_influencer_size20_seed11_L2_hybrid,14,0,0.661358,0.639394,0.293774,0.011998,outputs\size_sweep\metrics\without_influencer_size20_seed11_L2_hybrid.csv
without_influencer,20,11,2,hybrid,without_influencer_size20_seed11_L2_hybrid,15,0,0.663195,0.635535,0.291571,0.007552,outputs\size_sweep\metrics\without_influencer_size20_seed11_L2_hybrid.csv
without_influencer,20,11,2,hybrid,without_influencer_size20_seed11_L2_hybrid,16,0,0.663372,0.63501,0.291026,0.0063,outputs\size_sweep\metrics\without_influencer_size20_seed11_L2_hybrid.csv
without_influencer,20,11,3,hybrid,without_influencer_size20_seed11_L3_hybrid,1,7,0.491105,1.082381,0.474488,0.294873,outputs\size_sweep\metrics\without_influencer_size20_seed11_L3_hybrid.csv
without_influencer,20,11,3,hybrid,without_influencer_size20_seed11_L3_hybrid,2,0,0.590507,0.959584,0.427608,0.188656,outputs\size_sweep\metrics\without_influencer_size20_seed11_L3_hybrid.csv
without_influencer,20,11,3,hybrid,without_influencer_size20_seed11_L3_hybrid,3,0,0.623883,0.878366,0.393924,0.128378,outputs\size_sweep\metrics\without_influencer_size20_seed11_L3_hybrid.csv
without_influencer,20,11,3,hybrid,without_influencer_size20_seed11_L3_hybrid,4,0,0.642836,0.816642,0.368459,0.085875,outputs\size_sweep\metrics\without_influencer_size20_seed11_L3_hybrid.csv
without_influencer,20,11,3,hybrid,without_influencer_size20_seed11_L3_hybrid,5,0,0.653679,0.806874,0.364356,0.06145,outputs\size_sweep\metrics\without_influencer_size20_seed11_L3_hybrid.csv
without_influencer,20,11,3,hybrid,without_influencer_size20_seed11_L3_hybrid,6,0,0.659686,0.780355,0.354217,0.04625,outputs\size_sweep\metrics\without_influencer_size20_seed11_L3_hybrid.csv
without_influencer,20,11,3,hybrid,without_influencer_size20_seed11_L3_hybrid,7,0,0.663191,0.767467,0.347857,0.032238,outputs\size_sweep\metrics\without_influencer_size20_seed11_L3_hybrid.csv
without_influencer,20,11,3,hybrid,without_influencer_size20_seed11_L3_hybrid,8,0,0.665988,0.753664,0.34262,0.025273,outputs\size_sweep\metrics\without_influencer_size20_seed11_L3_hybrid.csv
without_influencer,20,11,3,hybrid,without_influencer_size20_seed11_L3_hybrid,9,0,0.668246,0.753601,0.341625,0.018368,outputs\size_sweep\metrics\without_influencer_size20_seed11_L3_hybrid.csv
without_influencer,20,11,3,hybrid,without_influencer_size20_seed11_L3_hybrid,10,0,0.669241,0.748841,0.340136,0.01754,outputs\size_sweep\metrics\without_influencer_size20_seed11_L3_hybrid.csv
without_influencer,20,11,3,hybrid,without_influencer_size20_seed11_L3_hybrid,11,1,0.670166,0.743649,0.337758,0.015349,outputs\size_sweep\metrics\without_influencer_size20_seed11_L3_hybrid.csv
without_influencer,20,11,3,hybrid,without_influencer_size20_seed11_L3_hybrid,12,0,0.671189,0.743649,0.337758,0.010987,outputs\size_sweep\metrics\without_influencer_size20_seed11_L3_hybrid.csv
without_influencer,20,11,3,hybrid,without_influencer_size20_seed11_L3_hybrid,13,0,0.671757,0.74097,0.336724,0.00646,outputs\size_sweep\metrics\without_influencer_size20_seed11_L3_hybrid.csv
without_influencer,20,11,3,hybrid,without_influencer_size20_seed11_L3_hybrid,14,0,0.672144,0.74097,0.336724,0.005421,outputs\size_sweep\metrics\without_influencer_size20_seed11_L3_hybrid.csv
without_influencer,20,11,3,hybrid,without_influencer_size20_seed11_L3_hybrid,15,0,0.672331,0.739419,0.335955,0.005117,outputs\size_sweep\metrics\without_influencer_size20_seed11_L3_hybrid.csv
without_influencer,20,11,3,hybrid,without_influencer_size20_seed11_L3_hybrid,16,0,0.672757,0.739419,0.335955,0.006698,outputs\size_sweep\metrics\without_influencer_size20_seed11_L3_hybrid.csv
without_influencer,20,17,1,hybrid,without_influencer_size20_seed17_L1_hybrid,1,66,0.150079,1.029702,0.457299,0.304363,outputs\size_sweep\metrics\without_influencer_size20_seed17_L1_hybrid.csv
without_influencer,20,17,1,hybrid,without_influencer_size20_seed17_L1_hybrid,2,12,0.335439,0.853752,0.383184,0.214522,outputs\size_sweep\metrics\without_influencer_size20_seed17_L1_hybrid.csv
without_influencer,20,17,1,hybrid,without_influencer_size20_seed17_L1_hybrid,3,0,0.452603,0.73116,0.330663,0.147096,outputs\size_sweep\metrics\without_influencer_size20_seed17_L1_hybrid.csv
without_influencer,20,17,1,hybrid,without_influencer_size20_seed17_L1_hybrid,4,0,0.521573,0.62714,0.285588,0.111627,outputs\size_sweep\metrics\without_influencer_size20_seed17_L1_hybrid.csv
without_influencer,20,17,1,hybrid,without_influencer_size20_seed17_L1_hybrid,5,0,0.563287,0.609997,0.279514,0.086237,outputs\size_sweep\metrics\without_influencer_size20_seed17_L1_hybrid.csv
without_influencer,20,17,1,hybrid,without_influencer_size20_seed17_L1_hybrid,6,0,0.591104,0.561095,0.258198,0.067263,outputs\size_sweep\metrics\without_influencer_size20_seed17_L1_hybrid.csv
without_influencer,20,17,1,hybrid,without_influencer_size20_seed17_L1_hybrid,7,0,0.611529,0.499348,0.230845,0.055905,outputs\size_sweep\metrics\without_influencer_size20_seed17_L1_hybrid.csv
without_influencer,20,17,1,hybrid,without_influencer_size20_seed17_L1_hybrid,8,0,0.625543,0.475194,0.220277,0.043311,outputs\size_sweep\metrics\without_influencer_size20_seed17_L1_hybrid.csv
without_influencer,20,17,1,hybrid,without_influencer_size20_seed17_L1_hybrid,9,0,0.634825,0.46127,0.215036,0.036895,outputs\size_sweep\metrics\without_influencer_size20_seed17_L1_hybrid.csv
without_influencer,20,17,1,hybrid,without_influencer_size20_seed17_L1_hybrid,10,0,0.643224,0.456343,0.213331,0.030757,outputs\size_sweep\metrics\without_influencer_size20_seed17_L1_hybrid.csv
without_influencer,20,17,1,hybrid,without_influencer_size20_seed17_L1_hybrid,11,0,0.649291,0.43557,0.204532,0.02373,outputs\size_sweep\metrics\without_influencer_size20_seed17_L1_hybrid.csv
without_influencer,20,17,1,hybrid,without_influencer_size20_seed17_L1_hybrid,12,0,0.655241,0.421801,0.198279,0.021389,outputs\size_sweep\metrics\without_influencer_size20_seed17_L1_hybrid.csv
without_influencer,20,17,1,hybrid,without_influencer_size20_seed17_L1_hybrid,13,0,0.658814,0.416778,0.194957,0.015315,outputs\size_sweep\metrics\without_influencer_size20_seed17_L1_hybrid.csv
without_influencer,20,17,1,hybrid,without_influencer_size20_seed17_L1_hybrid,14,0,0.660471,0.416853,0.194967,0.015983,outputs\size_sweep\metrics\without_influencer_size20_seed17_L1_hybrid.csv
without_influencer,20,17,1,hybrid,without_influencer_size20_seed17_L1_hybrid,15,0,0.663164,0.410114,0.191233,0.016813,outputs\size_sweep\metrics\without_influencer_size20_seed17_L1_hybrid.csv
without_influencer,20,17,1,hybrid,without_influencer_size20_seed17_L1_hybrid,16,1,0.665194,0.40462,0.188922,0.017036,outputs\size_sweep\metrics\without_influencer_size20_seed17_L1_hybrid.csv
without_influencer,20,17,2,hybrid,without_influencer_size20_seed17_L2_hybrid,1,8,0.368421,1.176168,0.510388,0.299927,outputs\size_sweep\metrics\without_influencer_size20_seed17_L2_hybrid.csv
without_influencer,20,17,2,hybrid,without_influencer_size20_seed17_L2_hybrid,2,2,0.509574,1.011531,0.446797,0.204286,outputs\size_sweep\metrics\without_influencer_size20_seed17_L2_hybrid.csv
without_influencer,20,17,2,hybrid,without_influencer_size20_seed17_L2_hybrid,3,0,0.573027,0.88376,0.395996,0.13278,outputs\size_sweep\metrics\without_influencer_size20_seed17_L2_hybrid.csv
without_influencer,20,17,2,hybrid,without_influencer_size20_seed17_L2_hybrid,4,0,0.606393,0.829441,0.372092,0.096145,outputs\size_sweep\metrics\without_influencer_size20_seed17_L2_hybrid.csv
without_influencer,20,17,2,hybrid,without_influencer_size20_seed17_L2_hybrid,5,0,0.625746,0.762108,0.34281,0.069481,outputs\size_sweep\metrics\without_influencer_size20_seed17_L2_hybrid.csv
without_influencer,20,17,2,hybrid,without_influencer_size20_seed17_L2_hybrid,6,0,0.638109,0.745265,0.334588,0.055397,outputs\size_sweep\metrics\without_influencer_size20_seed17_L2_hybrid.csv
without_influencer,20,17,2,hybrid,without_influencer_size20_seed17_L2_hybrid,7,0,0.645251,0.736174,0.330461,0.037542,outputs\size_sweep\metrics\without_influencer_size20_seed17_L2_hybrid.csv
without_influencer,20,17,2,hybrid,without_influencer_size20_seed17_L2_hybrid,8,0,0.650297,0.717625,0.321186,0.031726,outputs\size_sweep\metrics\without_influencer_size20_seed17_L2_hybrid.csv
without_influencer,20,17,2,hybrid,without_influencer_size20_seed17_L2_hybrid,9,0,0.653582,0.692944,0.310639,0.024379,outputs\size_sweep\metrics\without_influencer_size20_seed17_L2_hybrid.csv
without_influencer,20,17,2,hybrid,without_influencer_size20_seed17_L2_hybrid,10,0,0.656342,0.672904,0.302003,0.020668,outputs\size_sweep\metrics\without_influencer_size20_seed17_L2_hybrid.csv
without_influencer,20,17,2,hybrid,without_influencer_size20_seed17_L2_hybrid,11,0,0.658821,0.648124,0.292473,0.014962,outputs\size_sweep\metrics\without_influencer_size20_seed17_L2_hybrid.csv
without_influencer,20,17,2,hybrid,without_influencer_size20_seed17_L2_hybrid,12,0,0.659943,0.635666,0.286736,0.012227,outputs\size_sweep\metrics\without_influencer_size20_seed17_L2_hybrid.csv
without_influencer,20,17,2,hybrid,without_influencer_size20_seed17_L2_hybrid,13,0,0.660944,0.63267,0.285266,0.01544,outputs\size_sweep\metrics\without_influencer_size20_seed17_L2_hybrid.csv
without_influencer,20,17,2,hybrid,without_influencer_size20_seed17_L2_hybrid,14,0,0.662519,0.625597,0.282304,0.008869,outputs\size_sweep\metrics\without_influencer_size20_seed17_L2_hybrid.csv
without_influencer,20,17,2,hybrid,without_influencer_size20_seed17_L2_hybrid,15,0,0.66333,0.628221,0.283335,0.008118,outputs\size_sweep\metrics\without_influencer_size20_seed17_L2_hybrid.csv
without_influencer,20,17,2,hybrid,without_influencer_size20_seed17_L2_hybrid,16,0,0.663951,0.628221,0.283335,0.004447,outputs\size_sweep\metrics\without_influencer_size20_seed17_L2_hybrid.csv
without_influencer,20,17,3,hybrid,without_influencer_size20_seed17_L3_hybrid,1,3,0.497666,1.137906,0.497161,0.306053,outputs\size_sweep\metrics\without_influencer_size20_seed17_L3_hybrid.csv
without_influencer,20,17,3,hybrid,without_influencer_size20_seed17_L3_hybrid,2,2,0.591032,0.9881,0.438379,0.186173,outputs\size_sweep\metrics\without_influencer_size20_seed17_L3_hybrid.csv
without_influencer,20,17,3,hybrid,without_influencer_size20_seed17_L3_hybrid,3,1,0.625359,0.870078,0.390835,0.130904,outputs\size_sweep\metrics\without_influencer_size20_seed17_L3_hybrid.csv
without_influencer,20,17,3,hybrid,without_influencer_size20_seed17_L3_hybrid,4,0,0.64474,0.814356,0.365941,0.091775,outputs\size_sweep\metrics\without_influencer_size20_seed17_L3_hybrid.csv
without_influencer,20,17,3,hybrid,without_influencer_size20_seed17_L3_hybrid,5,0,0.657442,0.789724,0.354347,0.064423,outputs\size_sweep\metrics\without_influencer_size20_seed17_L3_hybrid.csv
without_influencer,20,17,3,hybrid,without_influencer_size20_seed17_L3_hybrid,6,0,0.663777,0.768958,0.346556,0.044645,outputs\size_sweep\metrics\without_influencer_size20_seed17_L3_hybrid.csv
without_influencer,20,17,3,hybrid,without_influencer_size20_seed17_L3_hybrid,7,0,0.667944,0.744783,0.335489,0.034107,outputs\size_sweep\metrics\without_influencer_size20_seed17_L3_hybrid.csv
without_influencer,20,17,3,hybrid,without_influencer_size20_seed17_L3_hybrid,8,0,0.670473,0.733361,0.330179,0.023645,outputs\size_sweep\metrics\without_influencer_size20_seed17_L3_hybrid.csv
without_influencer,20,17,3,hybrid,without_influencer_size20_seed17_L3_hybrid,9,0,0.672489,0.736081,0.331271,0.016781,outputs\size_sweep\metrics\without_influencer_size20_seed17_L3_hybrid.csv
without_influencer,20,17,3,hybrid,without_influencer_size20_seed17_L3_hybrid,10,0,0.673227,0.725479,0.327544,0.014078,outputs\size_sweep\metrics\without_influencer_size20_seed17_L3_hybrid.csv
without_influencer,20,17,3,hybrid,without_influencer_size20_seed17_L3_hybrid,11,0,0.674612,0.725803,0.327978,0.007384,outputs\size_sweep\metrics\without_influencer_size20_seed17_L3_hybrid.csv
without_influencer,20,17,3,hybrid,without_influencer_size20_seed17_L3_hybrid,12,0,0.674993,0.725803,0.327978,0.005108,outputs\size_sweep\metrics\without_influencer_size20_seed17_L3_hybrid.csv
without_influencer,20,17,3,hybrid,without_influencer_size20_seed17_L3_hybrid,13,0,0.675207,0.725803,0.327978,0.005213,outputs\size_sweep\metrics\without_influencer_size20_seed17_L3_hybrid.csv
without_influencer,20,17,3,hybrid,without_influencer_size20_seed17_L3_hybrid,14,0,0.675728,0.725803,0.327978,0.003272,outputs\size_sweep\metrics\without_influencer_size20_seed17_L3_hybrid.csv
without_influencer,20,17,3,hybrid,without_influencer_size20_seed17_L3_hybrid,15,0,0.675801,0.725803,0.327978,0.004883,outputs\size_sweep\metrics\without_influencer_size20_seed17_L3_hybrid.csv
without_influencer,20,17,3,hybrid,without_influencer_size20_seed17_L3_hybrid,16,0,0.675948,0.725803,0.327978,0.005115,outputs\size_sweep\metrics\without_influencer_size20_seed17_L3_hybrid.csv
without_influencer,20,20,1,hybrid,without_influencer_size20_seed20_L1_hybrid,1,57,0.167516,1.017098,0.446623,0.283172,outputs\size_sweep\metrics\without_influencer_size20_seed20_L1_hybrid.csv
without_influencer,20,20,1,hybrid,without_influencer_size20_seed20_L1_hybrid,2,16,0.335969,0.812717,0.363123,0.204759,outputs\size_sweep\metrics\without_influencer_size20_seed20_L1_hybrid.csv
without_influencer,20,20,1,hybrid,without_influencer_size20_seed20_L1_hybrid,3,2,0.456126,0.659971,0.297809,0.148035,outputs\size_sweep\metrics\without_influencer_size20_seed20_L1_hybrid.csv
without_influencer,20,20,1,hybrid,without_influencer_size20_seed20_L1_hybrid,4,0,0.529553,0.585595,0.266917,0.111666,outputs\size_sweep\metrics\without_influencer_size20_seed20_L1_hybrid.csv
